date_reported,date_occ,area_name,crime_cd_description,victim_age,victim_sex,premis_description,weapon_description,status_description,location,lat,lon,time,daytime,day_occured,day_reported,report_delay,report_delay_bin,case,victim
2021-03-09,2021-03-05,Devonshire,"vandalism - felony ($400 & over, all church vandalisms)",52,male,church/chapel (changed 03-03 from church/temple),no weapon,Invest Cont,18100    lassen                       st,34.25,-118.528,16:00:00,late afternoon,Friday,Tuesday,4 days,4 days,vandalism,yes
2021-03-09,2021-03-09,Topanga,"bunco, grand theft",87,male,gas station,no weapon,Invest Cont,6000    topanga canyon               bl,34.1828,-118.6102,12:00:00,early afternoon,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,yes
2021-03-10,2021-03-08,Pacific,theft plain - petty ($950 & under),41,male,other residence,no weapon,Invest Cont,7700    crescent                     pk,33.9759,-118.4156,15:11:00,afternoon,Monday,Wednesday,2 days,2 days,burglary/theft/robbery,yes
2021-03-10,2021-03-01,Wilshire,theft plain - petty ($950 & under),54,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,100 n  swall                        dr,34.0753,-118.3858,08:30:00,morning,Monday,Wednesday,9 days,9 days,burglary/theft/robbery,yes
2021-03-11,2021-03-11,N Hollywood,"assault with deadly weapon, aggravated assault",32,male,street,concrete block/brick,Invest Cont,10600    ventura                      bl,34.1372,-118.3633,11:15:00,late morning,Thursday,Thursday,0 days,0 days,battery/assault,yes
2021-03-11,2021-03-08,Newton,theft from motor vehicle - grand ($950.01 and over),28,male,street,no weapon,Invest Cont,martin luther king jr        bl,34.011,-118.2589,17:00:00,early evening,Monday,Thursday,3 days,3 days,vehicle burglary/theft,yes
2021-03-11,2021-03-10,Devonshire,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,19300    londelius                    st,34.2299,-118.5542,19:00:00,evening,Wednesday,Thursday,1 days,1 days,vehicle burglary/theft,no
2021-03-11,2021-03-11,Newton,"assault with deadly weapon, aggravated assault",0,male,street,hand gun,Invest Cont,54th                         st,33.9938,-118.2432,09:05:00,morning,Thursday,Thursday,0 days,0 days,battery/assault,yes
2021-03-12,2021-03-03,Devonshire,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,9200    gazette                      av,34.2379,-118.5872,15:00:00,afternoon,Wednesday,Friday,9 days,9 days,vehicle burglary/theft,no
2021-03-12,2021-02-16,Northeast,theft of identity,36,female,other business,no weapon,Invest Cont,3900    eagle rock                   bl,34.1192,-118.2305,08:05:00,morning,Tuesday,Friday,24 days,24 days,burglary/theft/robbery,yes
2021-03-12,2021-02-12,N Hollywood,bike - stolen,32,female,other/outside,no weapon,Invest Cont,lankershim                   bl,34.1649,-118.3746,14:00:00,afternoon,Friday,Friday,28 days,28 days,cases on bike(s),yes
2021-03-12,2021-03-12,Southeast,discharge firearms/shots fired,26,male,street,semi-automatic pistol,Invest Cont,114th                        st,33.9469,-118.2772,22:40:00,late night,Friday,Friday,0 days,0 days,"crimes with firearms, bombs etc.",yes
2021-03-13,2021-03-06,Hollywood,theft plain - petty ($950 & under),0,no victim,drug store,no weapon,Invest Cont,6100 w  sunset                       bl,34.098,-118.3228,11:58:00,late morning,Saturday,Saturday,7 days,7 days,burglary/theft/robbery,no
2021-03-13,2021-03-12,N Hollywood,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,laurel canyon                bl,34.1436,-118.3953,09:00:00,morning,Friday,Saturday,1 days,1 days,vehicle burglary/theft,no
2021-03-13,2021-03-13,West Valley,burglary,78,female,single family dwelling,no weapon,Invest Cont,5000    gerald                       av,34.1614,-118.4935,16:30:00,late afternoon,Saturday,Saturday,0 days,0 days,burglary/theft/robbery,yes
2021-03-13,2021-03-13,West LA,trespassing,66,female,single family dwelling,no weapon,Adult Arrest,1100 n  beverly glen                 bl,34.0945,-118.4406,11:10:00,late morning,Saturday,Saturday,0 days,0 days,trespassing,yes
2021-03-14,2021-03-14,Hollenbeck,"assault with deadly weapon, aggravated assault",37,male,street,semi-automatic pistol,Invest Cont,3400    pasadena                     av,34.0806,-118.2176,03:30:00,early morning,Sunday,Sunday,0 days,0 days,battery/assault,yes
2021-03-14,2021-03-14,Foothill,violation of restraining order,44,female,single family dwelling,no weapon,Adult Arrest,12400    osborne                      st,34.2626,-118.4094,21:30:00,late night,Sunday,Sunday,0 days,0 days,order violation,yes
2021-03-15,2021-02-12,N Hollywood,theft plain - petty ($950 & under),0,male,library,no weapon,Invest Cont,5200    tujunga                      av,34.1673,-118.3816,08:00:00,morning,Friday,Monday,31 days,1 months,burglary/theft/robbery,yes
2021-03-15,2021-02-27,Newton,burglary from vehicle,36,female,other business,no weapon,Invest Cont,1700 e  14th                         st,34.0257,-118.2402,23:15:00,late night,Saturday,Monday,16 days,16 days,vehicle burglary/theft,yes
2021-03-16,2021-03-15,Southeast,intimate partner - simple assault,22,female,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,compton                      av,33.9311,-118.2463,22:30:00,late night,Monday,Tuesday,1 days,1 days,battery/assault,yes
2021-03-16,2021-03-16,N Hollywood,battery - simple assault,37,male,parking lot,"strong-arm (hands, fist, feet or bodily force)",Adult Other,vineland,34.1524,-118.3703,18:30:00,early evening,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2021-03-17,2021-03-12,Southeast,vehicle - stolen,0,no victim,parking lot,no weapon,Invest Cont,300 w  88th                         st,33.9574,-118.2783,12:00:00,early afternoon,Friday,Wednesday,5 days,5 days,vehicle burglary/theft,no
2021-03-17,2021-03-13,Northeast,burglary,61,male,"membership store (costco,sams club)*",no weapon,Invest Cont,4200    franklin                     av,34.1055,-118.2811,18:00:00,early evening,Saturday,Wednesday,4 days,4 days,burglary/theft/robbery,yes
2021-03-18,2021-03-17,Northeast,intimate partner - simple assault,39,male,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,4800    york                         bl,34.1222,-118.2108,18:00:00,early evening,Wednesday,Thursday,1 days,1 days,battery/assault,yes
2021-03-19,2021-03-11,Van Nuys,battery - simple assault,30,male,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,tyrone                       av,34.1817,-118.4444,23:00:00,late night,Thursday,Friday,8 days,8 days,battery/assault,yes
2021-03-19,2021-03-19,Devonshire,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,restaurant/fast food,no weapon,Invest Cont,18000    chatsworth                   st,34.2645,-118.5272,03:30:00,early morning,Friday,Friday,0 days,0 days,vandalism,no
2021-03-20,2021-03-18,Foothill,theft from motor vehicle - grand ($950.01 and over),51,male,driveway,no weapon,Invest Cont,10700    russett                      av,34.2634,-118.3192,02:30:00,midnight,Thursday,Saturday,2 days,2 days,vehicle burglary/theft,yes
2021-03-20,2021-03-20,Olympic,robbery,19,male,"multi-unit dwelling (apartment, duplex, etc)",semi-automatic pistol,Invest Cont,100 s  virgil                       av,34.0732,-118.2868,01:50:00,midnight,Saturday,Saturday,0 days,0 days,burglary/theft/robbery,yes
2021-03-21,2021-03-20,Central,burglary from vehicle,30,female,street,unknown weapon/other weapon,Invest Cont,n  spring                       st,34.0599,-118.2379,20:10:00,evening,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,yes
2021-03-22,2021-03-21,77th Street,burglary,55,no victim,church/chapel (changed 03-03 from church/temple),no weapon,Invest Cont,5900 s  hoover                       st,33.9864,-118.2871,17:00:00,early evening,Sunday,Monday,1 days,1 days,burglary/theft/robbery,no
2021-03-22,2021-03-22,Mission,vandalism - misdeameanor ($399 or under),58,male,office building/office,no weapon,Invest Cont,7900    woodman                      av,34.2146,-118.4311,00:30:00,midnight,Monday,Monday,0 days,0 days,vandalism,yes
2021-03-23,2021-03-21,Central,"pickpocket, attempt",47,female,mta - red line - 7th and metro center,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,600 s  figueroa                     st,34.0505,-118.2588,13:15:00,early afternoon,Sunday,Tuesday,2 days,2 days,pickpocket/shoplifting,yes
2021-03-24,2021-03-24,77th Street,battery police (simple),0,male,parking lot,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,5900 s  normandie                    av,33.9871,-118.3002,00:10:00,midnight,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2021-03-24,2021-03-22,Hollenbeck,bike - stolen,41,no victim,other residence,no weapon,Invest Cont,5300    cronus                       st,34.083,-118.1678,23:00:00,late night,Monday,Wednesday,2 days,2 days,cases on bike(s),no
2021-03-25,2020-03-24,West Valley,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,18800    strathern                    st,34.2156,-118.5419,17:00:00,early evening,Tuesday,Thursday,366 days,12 months,vehicle burglary/theft,no
2021-03-26,2021-03-22,Topanga,"bunco, grand theft",29,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,7500    alabama                      av,34.2065,-118.599,08:40:00,morning,Monday,Friday,4 days,4 days,burglary/theft/robbery,yes
2021-03-26,2021-03-26,Pacific,intimate partner - simple assault,17,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,9400    la tijera                    bl,33.9556,-118.4177,01:00:00,midnight,Friday,Friday,0 days,0 days,battery/assault,yes
2021-03-26,2021-03-25,Foothill,burglary from vehicle,35,female,street,no weapon,Invest Cont,7800    cleon                        av,34.2121,-118.3681,22:00:00,late night,Thursday,Friday,1 days,1 days,vehicle burglary/theft,yes
2021-03-26,2021-03-26,Southeast,intimate partner - aggravated assault,57,female,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,108th                        st,33.9379,-118.2425,00:25:00,midnight,Friday,Friday,0 days,0 days,battery/assault,yes
2021-03-26,2021-03-26,West Valley,criminal threats - no weapon displayed,34,female,single family dwelling,verbal threat,Adult Other,7700    tampa                        av,34.2102,-118.5535,16:15:00,late afternoon,Friday,Friday,0 days,0 days,threats,yes
2021-03-27,2021-03-27,Van Nuys,vandalism - misdeameanor ($399 or under),33,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Adult Other,14600    sylvan                       st,34.1846,-118.4531,02:30:00,midnight,Saturday,Saturday,0 days,0 days,vandalism,yes
2021-03-27,2021-03-27,Olympic,criminal threats - no weapon displayed,43,female,"multi-unit dwelling (apartment, duplex, etc)",verbal threat,Adult Arrest,1100    elden                        av,34.0502,-118.2877,21:00:00,late night,Saturday,Saturday,0 days,0 days,threats,yes
2021-03-27,2021-02-26,Central,theft from motor vehicle - grand ($950.01 and over),37,male,street,no weapon,Invest Cont,2nd,34.0472,-118.2381,18:00:00,early evening,Friday,Saturday,29 days,29 days,vehicle burglary/theft,yes
2021-03-27,2021-03-26,West LA,bike - stolen,32,female,alley,no weapon,Invest Cont,santa monica                 bl,34.0536,-118.4293,00:01:00,midnight,Friday,Saturday,1 days,1 days,cases on bike(s),yes
2021-03-28,2021-03-27,Olympic,burglary from vehicle,26,male,street,no weapon,Invest Cont,100 s  new hampshire                av,34.0721,-118.2929,12:00:00,early afternoon,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,yes
2021-03-28,2021-03-27,Northeast,shoplifting - petty theft ($950 & under),0,no victim,other business,no weapon,Invest Cont,5800 n  figueroa                     st,34.1101,-118.1918,16:52:00,late afternoon,Saturday,Sunday,1 days,1 days,burglary/theft/robbery,no
2021-03-28,2021-03-28,Olympic,attempted robbery,47,male,mta - red line - wilshire/vermont,unknown weapon/other weapon,Invest Cont,wilshire,34.0618,-118.2917,11:30:00,late morning,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,yes
2021-03-29,2021-03-28,Mission,theft from motor vehicle - petty ($950 & under),60,male,street,no weapon,Invest Cont,columbus                     av,34.2319,-118.4654,14:00:00,afternoon,Sunday,Monday,1 days,1 days,vehicle burglary/theft,yes
2021-03-29,2021-03-19,Topanga,theft of identity,23,female,single family dwelling,no weapon,Invest Cont,21600    strathern                    st,34.2176,-118.6017,07:00:00,morning,Friday,Monday,10 days,10 days,burglary/theft/robbery,yes
2021-03-30,2021-03-29,Wilshire,vehicle - stolen,0,no victim,parking lot,no weapon,Adult Other,7900 w  3rd                          st,34.0717,-118.3623,20:00:00,evening,Monday,Tuesday,1 days,1 days,vehicle burglary/theft,no
2021-03-30,2021-03-26,Hollywood,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,parking underground/building,no weapon,Adult Arrest,5500 w  sunset                       bl,34.0981,-118.3103,14:24:00,afternoon,Friday,Tuesday,4 days,4 days,vandalism,no
2021-03-30,2021-03-27,West Valley,"vandalism - felony ($400 & over, all church vandalisms)",40,female,"vehicle, passenger/truck",no weapon,Invest Cont,collins,34.1749,-118.5308,11:00:00,late morning,Saturday,Tuesday,3 days,3 days,vandalism,yes
2021-03-31,2021-03-25,Pacific,theft from motor vehicle - grand ($950.01 and over),29,male,single family dwelling,no weapon,Invest Cont,3400    federal                      av,34.0146,-118.4304,01:00:00,midnight,Thursday,Wednesday,6 days,6 days,vehicle burglary/theft,yes
2021-03-31,2021-03-29,Hollenbeck,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",48,male,factory,no weapon,Invest Cont,200 n  mission                      rd,34.0497,-118.2275,14:30:00,afternoon,Monday,Wednesday,2 days,2 days,"crimes with firearms, bombs etc.",yes
2021-04-01,2021-03-30,Rampart,vehicle - stolen,0,no victim,parking lot,no weapon,Invest Cont,1100 w  6th                          st,34.0541,-118.2621,17:00:00,early evening,Tuesday,Thursday,2 days,2 days,vehicle burglary/theft,no
2021-04-03,2021-04-03,Olympic,"assault with deadly weapon, aggravated assault",24,male,sidewalk,air pistol/revolver/rifle/bb gun,Invest Cont,beverly,34.0763,-118.2942,00:15:00,midnight,Saturday,Saturday,0 days,0 days,battery/assault,yes
2021-04-03,2021-04-02,Van Nuys,battery - simple assault,63,male,mta bus,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,fulton,34.1721,-118.4225,17:40:00,early evening,Friday,Saturday,1 days,1 days,battery/assault,yes
2021-04-04,2021-04-04,Southeast,intimate partner - aggravated assault,21,female,street,"strong-arm (hands, fist, feet or bodily force)",Adult Other,avalon                       bl,33.9271,-118.276,19:00:00,evening,Sunday,Sunday,0 days,0 days,battery/assault,yes
2021-04-04,2021-04-04,Harbor,discharge firearms/shots fired,0,no victim,street,unknown firearm,Invest Cont,wilmington,33.7987,-118.2752,11:05:00,late morning,Sunday,Sunday,0 days,0 days,"crimes with firearms, bombs etc.",no
2021-04-05,2021-04-04,Olympic,theft from motor vehicle - grand ($950.01 and over),39,male,street,no weapon,Invest Cont,500 n  windsor                      bl,34.079,-118.3196,09:00:00,morning,Sunday,Monday,1 days,1 days,vehicle burglary/theft,yes
2021-04-05,2021-03-20,Pacific,vehicle - stolen,0,no victim,alley,no weapon,Invest Cont,700    marco                        ct,33.9916,-118.4596,16:00:00,late afternoon,Saturday,Monday,16 days,16 days,vehicle burglary/theft,no
2021-04-05,2021-04-03,Hollenbeck,threatening phone calls/letters,40,male,single family dwelling,unknown weapon/other weapon,Invest Cont,800    montecito                    dr,34.0901,-118.199,15:30:00,afternoon,Saturday,Monday,2 days,2 days,threats,yes
2021-04-06,2021-01-24,Harbor,theft of identity,55,female,other premise,no weapon,Invest Cont,26100    president                    av,33.7855,-118.3044,15:30:00,afternoon,Sunday,Tuesday,72 days,2 months,burglary/theft/robbery,yes
2021-04-06,2021-04-06,Rampart,criminal threats - no weapon displayed,31,male,mta - red line - vermont/beverly,simulated gun,Invest Cont,beverly,34.0763,-118.2917,14:20:00,afternoon,Tuesday,Tuesday,0 days,0 days,threats,yes
2021-04-07,2021-04-07,Central,vandalism - misdeameanor ($399 or under),0,no victim,condominium/townhouse,no weapon,Invest Cont,w  1st                          st,34.0564,-118.2499,09:15:00,morning,Wednesday,Wednesday,0 days,0 days,vandalism,no
