ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Name:
0xcdd6,ALHRES02DEL01,20.0,4.8,25.453436,81.833167,25.463436,81.843167,13-02-2022,8:45,8:50,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xe092,ALHRES08DEL02,39.0,4.8,25.450329,81.834279,25.470329,81.854279,17-02-2022,11:45,11:60,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,object
0x273c,INDORES14DEL01,33.0,4.7,22.761593,75.886362,22.871593,75.996362,12-03-2022,22:60,23:15,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,object
0x7ee2,HYDRES01DEL01,28.0,4.8,17.410371,78.437225,17.420371,78.447225,17-03-2022,11:15,11:25,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,object
0x5a71,VADRES05DEL03,35.0,4.4,22.310526,73.170937,22.370526,73.230937,05-03-2022,18:35,18:40,Windy,Medium,1,Meal,scooter,1.0,No,Urban,object
0x2bf6,MUMRES11DEL02,34.0,5.0,18.994237,72.825553,19.044237,72.875553,13-03-2022,22:45,22:60,Windy,Low,1,Drinks,scooter,1.0,No,Urban,object
0x5b95,HYDRES12DEL03,38.0,4.6,17.429585,78.392621,17.459585,78.422621,17-03-2022,18:35,18:45,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,object
0xb2ee,SURRES12DEL02,38.0,4.3,21.183434,72.814492,21.313434,72.944492,23-03-2022,19:10,19:20,Cloudy,Jam,1,Snack,motorcycle,0.0,Yes,Metropolitian,object
0xb66c,JAPRES11DEL01,24.0,5.0,26.90294,75.793007,26.97294,75.863007,04-04-2022,19:10,19:15,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x8087,MYSRES08DEL02,28.0,4.8,12.297954,76.665169,12.377954,76.745169,31-03-2022,18:35,18:40,Windy,Medium,2,Snack,scooter,1.0,No,Urban,object
0x43c4,PUNERES11DEL01,24.0,4.5,18.533811,73.899315,18.603811,73.969315,04-04-2022,20:10,20:25,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,object
0x3c33,MYSRES01DEL03,22.0,4.5,12.311072,76.654878,12.341072,76.684878,28-03-2022,18:20,18:35,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,object
0xa70e,INDORES06DEL03,35.0,4.8,22.728163,75.884212,22.788163,75.944212,26-03-2022,17:10,17:25,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,object
0xa1ee,JAPRES20DEL02,36.0,4.3,26.956431,75.776649,26.976431,75.796649,19-03-2022,9:55,9:60,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,object
0x7838,SURRES19DEL01,22.0,4.9,21.149669,72.772629,21.219669,72.842629,12-03-2022,22:20,22:35,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x67d9,MUMRES16DEL01,33.0,4.3,19.120083,72.907385,19.130083,72.917385,13-03-2022,9:20,9:25,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,object
0x49bc,MUMRES07DEL02,22.0,4.7,19.091458,72.827808,19.171458,72.907808,12-03-2022,21:35,21:45,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xbdc2,HYDRES20DEL03,23.0,4.0,17.483216,78.552111,17.573216,78.642111,04-04-2022,19:60,20:05,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,object
0x73f5,SURRES18DEL02,21.0,4.8,21.149834,72.778666,21.279834,72.908666,12-03-2022,19:60,20:15,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,object
0x43ef,SURRES17DEL02,39.0,5.0,21.149569,72.772697,21.199569,72.822697,03-04-2022,22:60,23:05,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,object
0xc3fb,BHPRES01DEL03,30.0,4.9,23.211529,77.419399,23.301529,77.509399,18-02-2022,22:45,22:55,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,object
0xc654,ALHRES02DEL02,28.0,4.7,25.453436,81.833167,25.533436,81.913167,16-02-2022,17:20,17:35,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x8668,SURRES06DEL03,24.0,4.9,21.185047,72.80859,21.275047,72.89859,02-04-2022,18:55,19:10,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,object
0x8a2e,JAPRES04DEL02,33.0,4.8,26.902328,75.794257,26.922328,75.814257,17-03-2022,11:60,12:05,Windy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,object
0x98f0,COIMBRES18DEL02,35.0,4.9,11.02091,76.940432,11.07091,76.990432,19-03-2022,20:10,20:25,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x4472,MUMRES19DEL01,21.0,4.8,19.131141,72.813074,19.241141,72.923074,04-04-2022,18:40,18:55,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x9b5f,HYDRES010DEL02,32.0,4.9,17.428294,78.404423,17.448294,78.424423,11-03-2022,11:15,11:20,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,object
0xc5ec,KNPRES05DEL01,20.0,4.7,26.479108,80.315042,26.589108,80.425042,12-02-2022,19:60,20:10,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,object
0x1189,COIMBRES15DEL01,34.0,4.9,11.006686,76.951736,11.016686,76.961736,07-03-2022,8:20,8:25,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xce65,KOLRES07DEL02,30.0,4.9,22.547186,88.35068,22.627185,88.43068,14-02-2022,22:15,22:30,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,object
0x9ebe,JAPRES15DEL02,30.0,3.8,26.891191,75.802083,26.971191,75.882083,12-03-2022,20:30,20:35,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,object
0x7f5d,CHENRES20DEL01,28.0,4.9,12.975996,80.221898,13.015996,80.261898,15-03-2022,12:60,13:15,Fog,High,2,Meal,motorcycle,0.0,No,Metropolitian,object
0xc1e3,BHPRES01DEL01,37.0,4.6,23.211529,77.419399,23.281529,77.489399,16-02-2022,22:40,22:55,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,object
0x80de,PUNERES15DEL02,24.0,4.9,18.636215,73.751081,18.686215,73.801081,21-03-2022,22:30,22:35,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,object
0x4da0,MUMRES02DEL01,23.0,4.8,19.221315,72.862381,19.261315,72.902381,07-03-2022,12:55,13:05,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,object
0x8559,RANCHIRES20DEL02,20.0,4.9,23.39925,85.390464,23.44925,85.440464,07-03-2022,20:20,20:25,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,object
0x39c9,BANGRES17DEL01,27.0,4.7,12.972532,77.608179,12.982532,77.618179,21-03-2022,8:35,8:50,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,object
0xc59e,KOCRES12DEL02,29.0,4.6,9.988483,76.295211,10.038483,76.345211,13-02-2022,19:10,19:25,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,object
0x2caa,MUMRES01DEL02,27.0,4.9,19.12663,72.829976,19.25663,72.959976,02-03-2022,17:50,17:55,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,object
0x547e,VADRES09DEL03,29.0,4.6,0.0,0.0,0.03,0.03,07-03-2022,21:20,21:25,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,object
0xf1c,PUNERES20DEL02,34.0,4.1,18.592718,73.773572,18.672718,73.853572,27-03-2022,18:20,18:25,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,object
0x24eb,VADRES09DEL02,29.0,4.7,0.0,0.0,0.05,0.05,09-03-2022,23:25,23:35,Windy,Low,1,Snack,scooter,1.0,No,Urban,object
0x4467,MYSRES01DEL03,27.0,4.8,12.311072,76.654878,12.401072,76.744878,31-03-2022,18:15,18:30,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,object
0xbd00,COIMBRES04DEL02,39.0,4.9,11.024839,77.007003,11.074839,77.057003,07-03-2022,23:30,23:40,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,object
0x8fb3,VADRES07DEL03,24.0,4.9,0.0,0.0,0.03,0.03,13-03-2022,19:30,19:35,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,object
0x2c8e,SURRES06DEL03,26.0,4.9,21.185047,72.80859,21.215047,72.83859,01-03-2022,22:55,23:10,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,object
0xb02f,MYSRES07DEL03,35.0,4.7,12.325461,76.632278,12.385461,76.692278,28-03-2022,22:50,23:05,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xa909,SURRES20DEL03,33.0,4.2,21.15276,72.778059,21.24276,72.868059,02-04-2022,21:55,22:10,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,object
0x592d,RANCHIRES17DEL01,26.0,4.8,23.374878,85.335739,23.484878,85.445739,31-03-2022,18:25,18:35,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,object
0xd339,KOCRES15DEL02,38.0,4.7,10.027364,76.308258,10.047364,76.328258,17-02-2022,11:50,11:55,Stormy,High,1,Buffet,scooter,1.0,No,Urban,object
0xcf30,AGRRES11DEL03,22.0,5.0,27.163303,78.057044,27.253303,78.147044,14-02-2022,23:50,23:60,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,object
0xcee4,LUDHRES010DEL02,35.0,4.9,30.89286,75.822199,31.02286,75.952199,14-02-2022,18:25,18:35,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,object
0x2399,JAPRES02DEL01,31.0,4.3,26.914142,75.805704,27.024142,75.915704,06-04-2022,22:35,22:40,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,object
0x8854,MYSRES12DEL03,25.0,4.9,12.284747,76.625861,12.314747,76.655861,07-03-2022,17:15,17:25,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,object
0x3d5f,PUNERES16DEL01,23.0,4.8,18.536718,73.830327,18.606718,73.900327,06-03-2022,21:15,21:25,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,object
0xc0c,HYDRES15DEL01,34.0,4.1,17.45971,78.368855,17.46971,78.378855,05-04-2022,9:45,9:50,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xcb42,AURGRES20DEL03,25.0,4.9,0.0,0.0,0.03,0.03,15-02-2022,22:40,22:50,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,object
0x240f,SURRES18DEL01,35.0,4.9,21.149834,72.778666,21.159834,72.788666,03-03-2022,9:10,9:20,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,object
0x1abf,HYDRES16DEL02,31.0,4.1,17.440827,78.393391,17.570827,78.523391,08-03-2022,17:30,17:40,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x8fe5,MUMRES15DEL02,36.0,4.2,19.176269,72.836721,19.256269,72.916721,20-03-2022,17:55,18:05,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,object
0x7b3e,JAPRES07DEL02,26.0,4.9,26.766536,75.837333,26.846536,75.917333,04-04-2022,23:10,23:20,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x1764,SURRES09DEL02,37.0,4.7,21.175975,72.795503,21.195975,72.815503,01-03-2022,10:35,10:45,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,object
0x4b65,VADRES03DEL02,39.0,4.5,22.32,73.17,22.34,73.19,03-03-2022,11:15,11:30,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,object
0xaf8d,COIMBRES08DEL03,22.0,5.0,11.001852,76.976268,11.031852,77.006268,01-04-2022,21:50,22:05,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Urban,object
0xc62f,AGRRES02DEL02,22.0,4.4,0.0,0.0,0.13,0.13,14-02-2022,18:30,18:35,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,object
0x7470,SURRES01DEL01,27.0,4.7,21.186438,72.794115,21.256438,72.864115,25-03-2022,22:45,22:50,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,object
0x7b82,RANCHIRES16DEL02,39.0,4.6,23.371292,85.327872,23.421292,85.377872,21-03-2022,19:10,19:25,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,object
0x3b00,RANCHIRES03DEL02,24.0,4.7,0.0,0.0,0.05,0.05,11-03-2022,18:10,18:15,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,object
0x269b,PUNERES010DEL03,30.0,4.3,18.539299,73.897902,18.599299,73.957902,05-03-2022,23:30,23:45,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0x875f,SURRES010DEL03,34.0,4.9,21.17106,72.789292,21.20106,72.819292,26-03-2022,20:55,21:10,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,object
0x2106,RANCHIRES05DEL03,25.0,4.8,23.355164,85.324097,23.415164,85.384097,01-04-2022,21:60,22:05,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,object
0xd428,AGRRES13DEL01,29.0,4.7,27.159795,78.04299,27.169795,78.05299,11-02-2022,11:50,12:05,Stormy,High,1,Drinks,scooter,0.0,No,Metropolitian,object
0xaee9,BANGRES18DEL01,35.0,4.8,12.913041,77.683237,12.923041,77.693237,05-04-2022,9:50,9:55,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,object
0x5a74,BANGRES17DEL03,25.0,4.9,12.972532,77.608179,13.002532,77.638179,01-03-2022,23:50,23:60,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,object
0xc093,AGRRES010DEL01,35.0,4.7,-27.163303,78.057044,27.273303,78.167044,12-02-2022,22:60,23:10,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,object
0x3ca0,BANGRES15DEL01,20.0,4.9,12.975377,77.696664,13.045377,77.766664,31-03-2022,21:55,22:05,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x96f8,VADRES01DEL02,36.0,4.9,22.307898,73.167788,22.327898,73.187788,09-03-2022,8:10,8:15,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,object
0xe237,GOARES20DEL03,20.0,4.0,0.0,0.0,0.09,0.09,18-02-2022,21:60,22:15,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,object
0x757e,JAPRES01DEL01,32.0,3.7,26.90519,75.810753,27.01519,75.920753,08-03-2022,20:20,20:25,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,object
0x65a8,INDORES01DEL01,29.0,4.6,22.695207,75.866059,22.765207,75.936059,20-03-2022,22:10,22:20,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,object
0x645d,SURRES12DEL02,38.0,4.6,21.183434,72.814492,21.313434,72.944492,02-04-2022,17:20,17:25,Cloudy,Medium,1,Drinks,scooter,2.0,Yes,Urban,object
0xc74,RANCHIRES13DEL01,27.0,5.0,23.374989,85.335486,23.484989,85.445486,12-03-2022,19:60,20:15,Windy,Jam,1,Drinks,motorcycle,0.0,No,Urban,object
0x7af4,PUNERES05DEL03,30.0,4.7,18.543626,73.905101,18.633626,73.995101,02-04-2022,20:50,20:55,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x14e2,MYSRES15DEL01,32.0,4.6,12.352058,76.60665,12.422058,76.67665,31-03-2022,19:40,19:50,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,object
0x243a,COIMBRES07DEL02,34.0,4.6,10.96185,76.971082,11.09185,77.101082,16-03-2022,19:15,19:25,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,object
0x5275,SURRES04DEL01,32.0,4.5,21.173493,72.801953,21.183493,72.811953,11-03-2022,9:40,9:55,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,object
0x748c,RANCHIRES08DEL01,20.0,4.6,23.353783,85.326967,23.423783,85.396967,31-03-2022,18:60,19:15,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,object
0xc5d,PUNERES15DEL03,30.0,4.8,18.636215,73.751081,18.666215,73.781081,09-03-2022,19:15,19:30,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,object
0xc5a5,LUDHRES11DEL01,37.0,4.9,30.893081,75.821495,30.903081,75.831495,13-02-2022,10:45,10:55,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x9ec0,RANCHIRES15DEL02,21.0,4.5,23.369746,85.33982,23.419746,85.38982,05-04-2022,23:50,24:05,Fog,Low,2,Buffet,scooter,1.0,No,Urban,object
0x89b4,INDORES11DEL01,21.0,4.8,22.751234,75.88949,22.791234,75.92949,17-03-2022,16:45,16:60,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,object
0x978b,PUNERES11DEL01,33.0,4.6,18.533811,73.899315,18.603811,73.969315,20-03-2022,23:40,23:50,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x8fb9,HYDRES04DEL02,25.0,4.5,17.411028,78.329645,17.461028,78.379645,09-03-2022,17:50,18:05,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,object
0x8181,CHENRES18DEL02,32.0,4.8,12.981615,80.231598,13.001615,80.251598,26-03-2022,10:10,10:15,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,object
0xb31f,JAPRES15DEL03,38.0,3.9,26.891191,75.802083,27.031191,75.942083,20-03-2022,17:55,17:60,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,object
0x7307,BANGRES02DEL02,36.0,5.0,12.970221,77.645396,13.100221,77.775396,02-03-2022,18:40,18:55,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x20de,SURRES07DEL01,38.0,4.8,21.170798,72.790489,21.240798,72.860489,06-03-2022,17:20,17:25,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x77b4,COIMBRES01DEL01,25.0,4.0,11.016298,76.972076,11.056298,77.012076,21-03-2022,13:15,13:30,Windy,High,0,Snack,motorcycle,1.0,Yes,Urban,object
0xb07a,MYSRES06DEL01,37.0,5.0,12.323994,76.626167,12.333994,76.636167,03-03-2022,11:10,11:20,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,object
0xc431,KOCRES11DEL03,35.0,4.8,10.006881,76.345397,10.066881,76.405397,15-02-2022,19:45,19:55,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xb1f4,HYDRES010DEL01,33.0,4.8,17.428294,78.404423,17.438294,78.414423,01-04-2022,11:60,12:10,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,object
0xd5ce,AURGRES19DEL01,27.0,4.8,19.866969,75.318894,19.876969,75.328894,11-02-2022,10:20,10:25,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,object
0x1e9b,SURRES08DEL02,25.0,4.6,21.173343,72.792731,21.253343,72.872731,12-03-2022,17:40,17:45,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xae9e,COIMBRES11DEL01,38.0,4.8,11.001753,76.986241,11.041753,77.026241,03-03-2022,13:30,13:35,Sunny,High,2,Buffet,motorcycle,1.0,No,Urban,object
0x1c10,BANGRES16DEL03,24.0,4.7,13.029198,77.570997,13.059198,77.600997,03-03-2022,17:45,17:50,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x754a,SURRES04DEL03,29.0,4.8,21.173493,72.801953,21.233493,72.861953,03-03-2022,17:30,17:35,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,object
0xa67e,INDORES11DEL03,20.0,4.6,22.751234,75.88949,22.841234,75.97949,02-04-2022,22:30,22:35,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,object
0x7d7b,MUMRES12DEL01,35.0,4.9,19.207222,72.972281,19.317222,73.082281,12-03-2022,23:50,24:05,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,object
0x8910,HYDRES15DEL01,30.0,4.8,17.45971,78.368855,17.49971,78.408855,09-03-2022,15:55,16:05,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x3e58,RANCHIRES01DEL01,27.0,4.3,23.416792,85.316842,23.486792,85.386842,29-03-2022,19:10,19:20,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0x7c63,JAPRES06DEL02,34.0,4.0,26.911927,75.797282,26.961927,75.847282,24-03-2022,20:40,20:45,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,object
0x2e97,RANCHIRES13DEL02,37.0,4.6,23.374989,85.335486,23.454989,85.415486,02-04-2022,18:50,18:60,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Urban,object
0x2827,JAPRES04DEL01,37.0,4.3,26.902328,75.794257,26.972328,75.864257,06-03-2022,19:10,19:20,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,object
0x985c,CHENRES09DEL03,31.0,4.6,13.044694,80.26147,13.134694,80.35147,25-03-2022,18:20,18:25,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,object
0xd962,KOCRES01DEL03,35.0,4.2,9.979363,76.285001,10.009363,76.315001,15-02-2022,20:30,20:45,Stormy,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,object
0x77a,JAPRES09DEL01,20.0,4.9,26.911378,75.789034,26.981378,75.859034,04-03-2022,17:20,17:35,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,object
0x5123,BANGRES07DEL03,34.0,4.1,12.978453,77.643685,13.038453,77.703685,17-03-2022,20:30,20:45,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x4720,PUNERES07DEL02,26.0,4.6,18.546947,73.900626,18.676947,74.030626,10-03-2022,22:60,23:15,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,object
0x3af2,RANCHIRES11DEL03,33.0,4.3,23.359194,85.325447,23.419194,85.385447,05-03-2022,21:45,21:55,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,object
0x9268,JAPRES17DEL03,25.0,5.0,26.892312,75.806896,26.952313,75.866896,01-04-2022,23:35,23:45,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,object
0x83c4,PUNERES19DEL02,34.0,4.9,18.563934,73.915367,18.643935,73.995367,12-03-2022,20:55,20:60,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,object
0x47db,CHENRES13DEL01,31.0,4.8,13.027018,80.254791,13.067018,80.294791,09-03-2022,12:40,12:55,Sunny,High,2,Meal,scooter,1.0,No,Urban,object
0x7361,BANGRES16DEL02,37.0,5.0,13.029198,77.570997,13.109198,77.650997,04-04-2022,18:15,18:20,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Urban,object
0x5f1a,INDORES04DEL02,35.0,4.3,22.753659,75.903365,22.803659,75.953365,05-03-2022,23:25,23:35,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,object
0x6e12,JAPRES14DEL01,37.0,4.9,26.88842,75.800689,26.89842,75.810689,13-03-2022,8:40,8:55,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,object
0xb489,MUMRES17DEL03,27.0,4.5,19.121999,72.908493,19.151999,72.938493,11-03-2022,22:10,22:25,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,object
0xa7f6,MUMRES12DEL02,24.0,4.8,19.207222,72.972281,19.257222,73.022281,15-03-2022,20:35,20:50,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,object
0xcd64,BHPRES16DEL02,34.0,4.9,23.264015,77.408236,23.394015,77.538236,12-02-2022,20:45,20:55,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x8428,BANGRES05DEL01,20.0,4.6,12.970324,77.645748,13.040324,77.715748,14-03-2022,23:50,23:55,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,object
0x7ae2,VADRES20DEL02,33.0,4.9,22.311358,73.164798,22.361358,73.214798,28-03-2022,22:50,22:60,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,object
0x2572,INDORES12DEL03,29.0,4.1,22.74806,75.8934,22.77806,75.9234,19-03-2022,22:60,23:05,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,object
0x4d82,JAPRES010DEL01,35.0,4.8,26.921411,75.793604,26.991411,75.863604,16-03-2022,22:50,22:55,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x61f3,MYSRES07DEL01,38.0,4.1,12.325461,76.632278,12.435461,76.742278,23-03-2022,21:50,21:55,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x63ec,SURRES20DEL02,22.0,4.7,21.15276,72.778059,21.28276,72.908059,31-03-2022,20:30,20:35,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,object
0xd6b8,ALHRES06DEL03,36.0,4.7,0.0,0.0,0.03,0.03,11-02-2022,19:55,20:05,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,object
0x67ef,PUNERES07DEL03,21.0,5.0,18.546947,73.900626,18.606947,73.960626,19-03-2022,21:30,21:40,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,object
0xce27,KNPRES06DEL02,38.0,4.5,0.0,0.0,0.05,0.05,11-02-2022,18:35,18:45,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x4654,CHENRES05DEL01,36.0,4.7,13.058616,80.264151,13.098616,80.304151,17-03-2022,13:30,13:45,Stormy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,object
0x7abb,SURRES13DEL02,26.0,4.8,21.170096,72.789122,21.220096,72.839122,21-03-2022,19:35,19:40,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,object
0xd6f7,AGRRES06DEL02,26.0,5.0,0.0,0.0,0.05,0.05,13-02-2022,17:35,17:45,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,object
0x4372,MUMRES02DEL03,34.0,4.9,19.221315,72.862381,19.281315,72.922381,05-04-2022,18:35,18:45,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,object
0xae63,CHENRES18DEL01,25.0,4.2,12.981615,80.231598,13.021615,80.271598,03-03-2022,14:15,14:30,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,object
0x64e1,PUNERES04DEL01,20.0,4.9,18.51421,73.838429,18.58421,73.908429,27-03-2022,19:20,19:25,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,object
0xb517,RANCHIRES09DEL02,29.0,4.9,23.351058,85.325731,23.401058,85.375731,15-03-2022,17:35,17:50,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Urban,object
0xc2f8,AGRRES07DEL02,30.0,4.8,27.160934,78.044095,27.210934,78.094095,15-02-2022,17:25,17:35,Stormy,Medium,2,Drinks,motorcycle,0.0,No,Urban,object
0xc5db,KOLRES03DEL02,36.0,4.8,22.526461,88.364453,22.576461,88.414453,17-02-2022,23:50,23:55,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,object
0xe06f,LUDHRES18DEL03,31.0,5.0,30.890184,75.829615,30.980184,75.919615,12-02-2022,18:30,18:45,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,object
